5,9441,9444,0.0,0.0
6,9441,9444,0.0,0.0
5,9444,9441,0.0,0.0
6,9444,9441,0.0,0.0
5,370,9440,0.0,0.0
6,370,9440,0.0,0.0
5,6001,5541,0.0,0.0
6,6001,5541,0.0,0.0
5,5541,6001,0.0,0.0
6,5541,6001,0.0,0.0
5,9440,370,0.0,0.0
6,9440,370,0.0,0.0
5,4050,390,0.0,0.0
6,4050,390,0.0,0.0
5,360,390,0.0,0.0
6,360,390,0.0,0.0
5,390,360,0.0,0.0
6,390,360,0.0,0.0
5,390,4050,0.0,0.0
6,390,4050,0.0,0.0
5,6460,6430,0.0,0.0
6,6460,6430,0.0,0.0
5,6430,6460,0.0,0.0
6,6430,6460,0.0,0.0
5,3010,360,0.0,0.0
6,3010,360,0.0,0.0
5,360,3010,0.0,0.0
6,360,3010,0.0,0.0
5,1781,-1,0.0,0.0
5,1781,-1,0.0,0.0
5,4862,6800,0.0,0.0
6,4862,6800,0.0,0.0
5,6800,4862,0.0,0.0
6,6800,4862,0.0,0.0
5,4862,6800,0.0,0.0
6,4862,6800,0.0,0.0
5,6800,4862,0.0,0.0
6,6800,4862,0.0,0.0
5,6890,6880,0.0,0.0
6,6890,6880,0.0,0.0
5,6880,6890,0.0,0.0
6,6880,6890,0.0,0.0
5,6880,6840,0.0,0.0
6,6880,6840,0.0,0.0
5,6840,6880,0.0,0.0
6,6840,6880,0.0,0.0
5,6840,6820,0.0,0.0
6,6840,6820,0.0,0.0
5,6820,6840,0.0,0.0
6,6820,6840,0.0,0.0
5,6820,6800,0.0,0.0
6,6820,6800,0.0,0.0
5,6800,6820,0.0,0.0
6,6800,6820,0.0,0.0
5,210,360,0.0,0.0
6,210,360,0.0,0.0
5,360,210,0.0,0.0
6,360,210,0.0,0.0
5,320,360,0.0,0.0
6,320,360,0.0,0.0
5,360,320,0.0,0.0
6,360,320,0.0,0.0
5,5679,5176,0.0,0.0
6,5679,5176,0.0,0.0
5,5176,5679,0.0,0.0
6,5176,5679,0.0,0.0
5,3383,27,0.0,0.0
6,3383,27,0.0,0.0
5,3383,77,0.0,0.0
6,3383,77,0.0,0.0
5,27,3383,0.0,0.0
6,27,3383,0.0,0.0
5,77,3383,0.0,0.0
