1,1,6980,6950,1.0,1.0,1.0,1.0
2,1,6980,6990,1.0,1.0,1.0,1.0
3,1,6081,5291,1.0,1.0,1.0,1.0
4,1,6081,5111,1.0,1.0,1.0,1.0
5,1,6081,7917,1.0,1.0,1.0,1.0
6,1,5301,5300,1.0,1.0,1.0,1.0
7,1,5301,5101,1.0,1.0,1.0,1.0
8,1,5301,5111,1.0,1.0,1.0,1.0
9,1,5301,5312,1.0,1.0,1.0,1.0
10,1,5301,5311,1.0,1.0,1.0,1.0
11,1,5300,5301,1.0,1.0,1.0,1.0
12,1,5300,5060,1.0,1.0,1.0,1.0
13,1,5300,5090,1.0,1.0,1.0,1.0
14,1,5300,5360,1.0,1.0,1.0,1.0
15,1,5732,5003,1.0,1.0,1.0,1.0
16,1,5732,5101,1.0,1.0,1.0,1.0
17,1,5003,5732,1.0,1.0,1.0,1.0
18,1,5003,5701,1.0,1.0,1.0,1.0
19,1,5003,5029,1.0,1.0,1.0,1.0
20,1,5003,5028,1.0,1.0,1.0,1.0
21,1,5003,5401,1.0,1.0,1.0,1.0
22,1,5003,5420,1.0,1.0,1.0,1.0
23,1,5003,5091,1.0,1.0,1.0,1.0
24,1,5003,5711,1.0,1.0,1.0,1.0
25,1,5003,5378,1.0,1.0,1.0,1.0
26,1,5003,9520,1.0,1.0,1.0,1.0
27,1,5003,9518,1.0,1.0,1.0,1.0
28,1,5003,9517,1.0,1.0,1.0,1.0
29,1,5003,6262,1.0,1.0,1.0,1.0
30,1,5003,44106,1.0,1.0,1.0,1.0
31,1,5003,44677,1.0,1.0,1.0,1.0
32,1,5060,5300,1.0,1.0,1.0,1.0
33,1,5060,5750,1.0,1.0,1.0,1.0
34,1,5060,5001,1.0,1.0,1.0,1.0
35,1,5060,5100,1.0,1.0,1.0,1.0
36,1,5060,5720,1.0,1.0,1.0,1.0
37,1,5060,45057,1.0,1.0,1.0,1.0
38,1,6265,6253,1.0,1.0,1.0,1.0
39,1,6265,6262,1.0,1.0,1.0,1.0
40,1,8501,8551,1.0,1.0,1.0,1.0
41,1,8501,8700,1.0,1.0,1.0,1.0
42,1,8501,8541,1.0,1.0,1.0,1.0
43,1,8551,8501,1.0,1.0,1.0,1.0
44,1,8551,8700,1.0,1.0,1.0,1.0
45,1,8551,8541,1.0,1.0,1.0,1.0
46,1,8700,8501,1.0,1.0,1.0,1.0
47,1,8700,8551,1.0,1.0,1.0,1.0
48,1,8700,8511,1.0,1.0,1.0,1.0
49,1,8700,8521,1.0,1.0,1.0,1.0
50,1,8700,8585,1.0,1.0,1.0,1.0
51,1,8400,8300,1.0,1.0,1.0,1.0
52,1,8400,8500,1.0,1.0,1.0,1.0
53,1,8400,8401,1.0,1.0,1.0,1.0
54,1,8400,8402,1.0,1.0,1.0,1.0
55,1,8400,8403,1.0,1.0,1.0,1.0
56,1,8400,8404,1.0,1.0,1.0,1.0
57,1,8400,44932,1.0,1.0,1.0,1.0
58,1,8511,8700,1.0,1.0,1.0,1.0
59,1,8511,8531,1.0,1.0,1.0,1.0
60,1,8278,8277,1.0,1.0,1.0,1.0
61,1,8278,8280,1.0,1.0,1.0,1.0
62,1,8270,8250,1.0,1.0,1.0,1.0
63,1,8270,8280,1.0,1.0,1.0,1.0
64,1,8270,8268,1.0,1.0,1.0,1.0
65,1,8270,44781,1.0,1.0,1.0,1.0
66,1,8277,8278,1.0,1.0,1.0,1.0
67,1,44822,8220,1.0,1.0,1.0,1.0
68,1,6281,6225,1.0,1.0,1.0,1.0
69,1,6000,5701,1.0,1.0,1.0,1.0
70,1,6000,5782,1.0,1.0,1.0,1.0
71,1,6000,5731,1.0,1.0,1.0,1.0
72,1,6000,44155,1.0,1.0,1.0,1.0
73,1,6371,6171,1.0,1.0,1.0,1.0
74,1,8475,6300,1.0,1.0,1.0,1.0
75,1,5045,6291,1.0,1.0,1.0,1.0
76,1,8389,6071,1.0,1.0,1.0,1.0
77,1,5941,5861,1.0,1.0,1.0,1.0
78,1,5941,5726,1.0,1.0,1.0,1.0
79,1,5941,6362,1.0,1.0,1.0,1.0
80,1,6358,6351,1.0,1.0,1.0,1.0
81,1,6358,6171,1.0,1.0,1.0,1.0
82,1,6358,7289,1.0,1.0,1.0,1.0
83,1,6349,6060,1.0,1.0,1.0,1.0
84,1,6349,6220,1.0,1.0,1.0,1.0
85,1,6349,6444,1.0,1.0,1.0,1.0
86,1,6349,8714,1.0,1.0,1.0,1.0
87,1,6349,4350,1.0,1.0,1.0,1.0
88,1,6349,7816,1.0,1.0,1.0,1.0
89,1,6349,44947,1.0,1.0,1.0,1.0
90,1,6349,45164,1.0,1.0,1.0,1.0
91,1,6349,45305,1.0,1.0,1.0,1.0
92,1,8666,6353,1.0,1.0,1.0,1.0
93,1,6351,6358,1.0,1.0,1.0,1.0
94,1,6351,6334,1.0,1.0,1.0,1.0
95,1,6351,6353,1.0,1.0,1.0,1.0
96,1,6351,8509,1.0,1.0,1.0,1.0
97,1,6351,6062,1.0,1.0,1.0,1.0
98,1,8668,6353,1.0,1.0,1.0,1.0
99,1,6334,6351,1.0,1.0,1.0,1.0
100,1,6334,6061,1.0,1.0,1.0,1.0
101,1,6334,6341,1.0,1.0,1.0,1.0
102,1,6334,44665,1.0,1.0,1.0,1.0
103,1,6334,44963,1.0,1.0,1.0,1.0
104,1,6363,6361,1.0,1.0,1.0,1.0
105,1,6363,8209,1.0,1.0,1.0,1.0
106,1,6361,6363,1.0,1.0,1.0,1.0
107,1,6361,6315,1.0,1.0,1.0,1.0
108,1,6361,6316,1.0,1.0,1.0,1.0
109,1,6361,6365,1.0,1.0,1.0,1.0
110,1,6315,6361,1.0,1.0,1.0,1.0
111,1,6315,7227,1.0,1.0,1.0,1.0
112,1,6315,6062,1.0,1.0,1.0,1.0
113,1,6315,6316,1.0,1.0,1.0,1.0
114,1,6360,6075,1.0,1.0,1.0,1.0
115,1,6360,6444,1.0,1.0,1.0,1.0
116,1,6360,7190,1.0,1.0,1.0,1.0
117,1,6360,6080,1.0,1.0,1.0,1.0
118,1,6360,6443,1.0,1.0,1.0,1.0
119,1,6360,44596,1.0,1.0,1.0,1.0
120,1,6360,44601,1.0,1.0,1.0,1.0
121,1,6360,44700,1.0,1.0,1.0,1.0
122,1,6360,44978,1.0,1.0,1.0,1.0
123,1,6075,6360,1.0,1.0,1.0,1.0
124,1,6075,6060,1.0,1.0,1.0,1.0
125,1,6075,7190,1.0,1.0,1.0,1.0
126,1,6075,5325,1.0,1.0,1.0,1.0
127,1,6075,9478,1.0,1.0,1.0,1.0
128,1,6075,44946,1.0,1.0,1.0,1.0
129,1,5969,6226,1.0,1.0,1.0,1.0
130,1,5980,6226,1.0,1.0,1.0,1.0
131,1,5701,5003,1.0,1.0,1.0,1.0
132,1,5701,6000,1.0,1.0,1.0,1.0
133,1,5701,5782,1.0,1.0,1.0,1.0
134,1,5701,5004,1.0,1.0,1.0,1.0
135,1,6107,6071,1.0,1.0,1.0,1.0
136,1,6107,6331,1.0,1.0,1.0,1.0
137,1,6771,6071,1.0,1.0,1.0,1.0
138,1,5751,5802,1.0,1.0,1.0,1.0
139,1,5751,5797,1.0,1.0,1.0,1.0
140,1,5751,5881,1.0,1.0,1.0,1.0
141,1,5751,5842,1.0,1.0,1.0,1.0
142,1,5751,5852,1.0,1.0,1.0,1.0
143,1,5751,5753,1.0,1.0,1.0,1.0
144,1,5750,5060,1.0,1.0,1.0,1.0
145,1,5750,5752,1.0,1.0,1.0,1.0
146,1,5750,5740,1.0,1.0,1.0,1.0
147,1,5750,6369,1.0,1.0,1.0,1.0
148,1,5756,5802,1.0,1.0,1.0,1.0
149,1,5756,5782,1.0,1.0,1.0,1.0
150,1,5756,5842,1.0,1.0,1.0,1.0
151,1,5756,5021,1.0,1.0,1.0,1.0
152,1,5756,5822,1.0,1.0,1.0,1.0
153,1,5756,5761,1.0,1.0,1.0,1.0
154,1,5752,5750,1.0,1.0,1.0,1.0
155,1,5752,5720,1.0,1.0,1.0,1.0
156,1,5752,6369,1.0,1.0,1.0,1.0
157,1,5739,6301,1.0,1.0,1.0,1.0
158,1,6302,6301,1.0,1.0,1.0,1.0
159,1,8656,6293,1.0,1.0,1.0,1.0
160,1,6621,6171,1.0,1.0,1.0,1.0
161,1,5049,6226,1.0,1.0,1.0,1.0
162,1,5802,5751,1.0,1.0,1.0,1.0
163,1,5802,5756,1.0,1.0,1.0,1.0
164,1,5802,5852,1.0,1.0,1.0,1.0
165,1,5802,5822,1.0,1.0,1.0,1.0
166,1,5802,5804,1.0,1.0,1.0,1.0
167,1,8386,6221,1.0,1.0,1.0,1.0
168,1,6204,6171,1.0,1.0,1.0,1.0
169,1,5782,6000,1.0,1.0,1.0,1.0
170,1,5782,5701,1.0,1.0,1.0,1.0
171,1,5782,5756,1.0,1.0,1.0,1.0
172,1,5782,5881,1.0,1.0,1.0,1.0
173,1,5782,5961,1.0,1.0,1.0,1.0
174,1,5782,5731,1.0,1.0,1.0,1.0
175,1,5906,5904,1.0,1.0,1.0,1.0
176,1,5906,5907,1.0,1.0,1.0,1.0
177,1,6716,6311,1.0,1.0,1.0,1.0
178,1,5974,5972,1.0,1.0,1.0,1.0
179,1,5974,5995,1.0,1.0,1.0,1.0
180,1,5972,5974,1.0,1.0,1.0,1.0
181,1,5972,5970,1.0,1.0,1.0,1.0
182,1,5972,5991,1.0,1.0,1.0,1.0
183,1,6280,6225,1.0,1.0,1.0,1.0
184,1,8161,8136,1.0,1.0,1.0,1.0
185,1,8161,6331,1.0,1.0,1.0,1.0
186,1,8136,8161,1.0,1.0,1.0,1.0
187,1,5904,5906,1.0,1.0,1.0,1.0
188,1,5904,5902,1.0,1.0,1.0,1.0
189,1,5902,5904,1.0,1.0,1.0,1.0
190,1,5902,5912,1.0,1.0,1.0,1.0
191,1,5902,5787,1.0,1.0,1.0,1.0
192,1,5902,5861,1.0,1.0,1.0,1.0
193,1,5902,6368,1.0,1.0,1.0,1.0
194,1,5902,5891,1.0,1.0,1.0,1.0
195,1,5902,5970,1.0,1.0,1.0,1.0
196,1,5755,5761,1.0,1.0,1.0,1.0
197,1,5797,5751,1.0,1.0,1.0,1.0
198,1,5797,5881,1.0,1.0,1.0,1.0
199,1,8980,6500,1.0,1.0,1.0,1.0
200,1,8980,6300,1.0,1.0,1.0,1.0
201,1,5819,5822,1.0,1.0,1.0,1.0
202,1,6620,6341,1.0,1.0,1.0,1.0
203,1,6061,6334,1.0,1.0,1.0,1.0
204,1,6061,8179,1.0,1.0,1.0,1.0
205,1,6061,8984,1.0,1.0,1.0,1.0
206,1,6061,44957,1.0,1.0,1.0,1.0
207,1,6061,44960,1.0,1.0,1.0,1.0
208,1,6061,45480,1.0,1.0,1.0,1.0
209,1,6060,6349,1.0,1.0,1.0,1.0
210,1,6060,6075,1.0,1.0,1.0,1.0
211,1,6060,8714,1.0,1.0,1.0,1.0
212,1,6060,8377,1.0,1.0,1.0,1.0
213,1,6060,6070,1.0,1.0,1.0,1.0
214,1,7212,6225,1.0,1.0,1.0,1.0
215,1,5881,5751,1.0,1.0,1.0,1.0
216,1,5881,5782,1.0,1.0,1.0,1.0
217,1,5881,5797,1.0,1.0,1.0,1.0
218,1,5881,6368,1.0,1.0,1.0,1.0
219,1,5881,5871,1.0,1.0,1.0,1.0
220,1,5881,5882,1.0,1.0,1.0,1.0
221,1,5881,42252,1.0,1.0,1.0,1.0
222,1,6748,6062,1.0,1.0,1.0,1.0
223,1,6359,6220,1.0,1.0,1.0,1.0
224,1,6359,5860,1.0,1.0,1.0,1.0
