,type,de,para,zmed,prec,i_de,i_para
1573,0,44798,-1,0.0,0.0,1540,-9
1066,0,350,-1,0.0,0.0,266,-9
1145,0,1475,-1,0.0,0.0,279,-9
1175,0,4337,-1,0.0,0.0,234,-9
1066,0,372,-1,0.0,0.0,286,-9
1173,0,4338,-1,0.0,0.0,887,-9
1061,0,313,-1,0.0,0.0,232,-9
1461,0,9015,-1,0.0,0.0,906,-9
1514,0,43511,-1,0.0,0.0,1688,-9
1200,0,4975,-1,0.0,0.0,1196,-9
1543,0,44464,-1,0.0,0.0,1692,-9
1251,0,5752,-1,0.0,0.0,43,-9
1504,0,42352,-1,0.0,0.0,1697,-9
1364,0,7280,-1,0.0,0.0,80,-9
1365,0,7284,-1,0.0,0.0,823,-9
1248,0,5720,-1,0.0,0.0,794,-9
1394,0,7907,-1,0.0,0.0,113,-9
1249,0,5750,-1,0.0,0.0,41,-9
1282,0,6369,-1,0.0,0.0,815,-9
1520,0,43982,-1,0.0,0.0,1703,-9
1408,0,8165,-1,0.0,0.0,143,-9
1558,0,44888,-1,0.0,0.0,1698,-9
1353,0,7230,-1,0.0,0.0,1705,-9
1588,0,45560,-1,0.0,0.0,1609,-9
1581,0,45329,-1,0.0,0.0,1590,-9
1580,0,45326,-1,0.0,0.0,1589,-9
1566,0,45092,-1,0.0,0.0,1572,-9
1359,0,7279,-1,0.0,0.0,1275,-9
1430,0,8433,-1,0.0,0.0,1706,-9
1429,0,8432,-1,0.0,0.0,1695,-9
1429,0,8436,-1,0.0,0.0,1709,-9
1407,0,8188,-1,0.0,0.0,419,-9
1419,0,8367,-1,0.0,0.0,1708,-9
1417,0,8366,-1,0.0,0.0,1694,-9
1344,0,7181,-1,0.0,0.0,404,-9
1345,0,7190,-1,0.0,0.0,410,-9
1346,0,7191,-1,0.0,0.0,957,-9
1423,0,8437,-1,0.0,0.0,1711,-9
1203,0,5090,-1,0.0,0.0,386,-9
1481,0,42302,-1,0.0,0.0,1714,-9
1209,0,5155,-1,0.0,0.0,951,-9
1203,0,5092,-1,0.0,0.0,375,-9
1205,0,5098,-1,0.0,0.0,379,-9
1254,0,6067,-1,0.0,0.0,380,-9
1215,0,5360,-1,0.0,0.0,793,-9
1476,0,42322,-1,0.0,0.0,1713,-9
1212,0,5300,-1,0.0,0.0,3,-9
1474,0,42346,-1,0.0,0.0,1716,-9
1472,0,42182,-1,0.0,0.0,1725,-9
1545,0,45125,-1,0.0,0.0,1576,-9
