,type,de,para,zmed,prec,i_de,i_para
1254,0,6040,-1,0.0,0.0,508,-9
1411,0,8163,-1,0.0,0.0,125,-9
1572,0,45021,-1,0.0,0.0,1560,-9
1549,0,44665,-1,0.0,0.0,1528,-9
1551,0,44705,-1,0.0,0.0,1533,-9
1447,0,8796,-1,0.0,0.0,1398,-9
1211,0,5262,-1,0.0,0.0,530,-9
1538,0,44594,-1,0.0,0.0,514,-9
1548,0,44709,-1,0.0,0.0,1534,-9
1560,0,44960,-1,0.0,0.0,1551,-9
1559,0,44957,-1,0.0,0.0,1550,-9
1450,0,8984,-1,0.0,0.0,821,-9
1410,0,8179,-1,0.0,0.0,85,-9
1562,0,45022,-1,0.0,0.0,1561,-9
1558,0,44985,-1,0.0,0.0,1554,-9
1561,0,45026,-1,0.0,0.0,1563,-9
1447,0,8974,-1,0.0,0.0,1401,-9
1393,0,7926,-1,0.0,0.0,1327,-9
1393,0,7933,-1,0.0,0.0,381,-9
1563,0,45130,-1,0.0,0.0,1577,-9
1249,0,5924,-1,0.0,0.0,1222,-9
1246,0,5841,-1,0.0,0.0,1219,-9
1575,0,45331,-1,0.0,0.0,1592,-9
1574,0,45330,-1,0.0,0.0,1591,-9
1577,0,45375,-1,0.0,0.0,1598,-9
1320,0,6770,-1,0.0,0.0,848,-9
1319,0,6764,-1,0.0,0.0,847,-9
1424,0,8440,-1,0.0,0.0,159,-9
1318,0,6759,-1,0.0,0.0,135,-9
1573,0,45475,-1,0.0,0.0,1599,-9
1314,0,6734,-1,0.0,0.0,1014,-9
1573,0,45539,-1,0.0,0.0,1602,-9
1533,0,44652,-1,0.0,0.0,1526,-9
1219,0,5434,-1,0.0,0.0,127,-9
1340,0,7184,-1,0.0,0.0,152,-9
1409,0,8240,-1,0.0,0.0,160,-9
1573,0,45560,-1,0.0,0.0,1609,-9
1564,0,45329,-1,0.0,0.0,1590,-9
1563,0,45326,-1,0.0,0.0,1589,-9
1550,0,45092,-1,0.0,0.0,1572,-9
1351,0,7279,-1,0.0,0.0,1275,-9
1569,0,45583,-1,0.0,0.0,1610,-9
1525,0,44609,-1,0.0,0.0,1519,-9
1527,0,44618,-1,0.0,0.0,1521,-9
1525,0,44610,-1,0.0,0.0,1520,-9
1567,0,45611,-1,0.0,0.0,1614,-9
1561,0,45530,-1,0.0,0.0,1601,-9
1558,0,45344,-1,0.0,0.0,1595,-9
1246,0,5917,-1,0.0,0.0,845,-9
1298,0,6530,-1,0.0,0.0,132,-9
1564,0,45675,-1,0.0,0.0,1616,-9
